date_id,full_date,year,quarter,month,month_name,day,day_of_year,day_of_week,week_of_year,day_name,quarter_name,month_abbr,year_month
20230429,2023-04-29,2023,2,4,April,29,119,6,17,Saturday,Q2,Apr,2023-04
20230430,2023-04-30,2023,2,4,April,30,120,7,17,Sunday,Q2,Apr,2023-04
20230501,2023-05-01,2023,2,5,May,1,121,1,18,Monday,Q2,May,2023-05
20230502,2023-05-02,2023,2,5,May,2,122,2,18,Tuesday,Q2,May,2023-05
20230503,2023-05-03,2023,2,5,May,3,123,3,18,Wednesday,Q2,May,2023-05
20230504,2023-05-04,2023,2,5,May,4,124,4,18,Thursday,Q2,May,2023-05
20230505,2023-05-05,2023,2,5,May,5,125,5,18,Friday,Q2,May,2023-05
20230506,2023-05-06,2023,2,5,May,6,126,6,18,Saturday,Q2,May,2023-05
20230507,2023-05-07,2023,2,5,May,7,127,7,18,Sunday,Q2,May,2023-05
20230508,2023-05-08,2023,2,5,May,8,128,1,19,Monday,Q2,May,2023-05
20230509,2023-05-09,2023,2,5,May,9,129,2,19,Tuesday,Q2,May,2023-05
20230510,2023-05-10,2023,2,5,May,10,130,3,19,Wednesday,Q2,May,2023-05
20230511,2023-05-11,2023,2,5,May,11,131,4,19,Thursday,Q2,May,2023-05
20230512,2023-05-12,2023,2,5,May,12,132,5,19,Friday,Q2,May,2023-05
20230513,2023-05-13,2023,2,5,May,13,133,6,19,Saturday,Q2,May,2023-05
20230514,2023-05-14,2023,2,5,May,14,134,7,19,Sunday,Q2,May,2023-05
20230515,2023-05-15,2023,2,5,May,15,135,1,20,Monday,Q2,May,2023-05
20230516,2023-05-16,2023,2,5,May,16,136,2,20,Tuesday,Q2,May,2023-05
20230517,2023-05-17,2023,2,5,May,17,137,3,20,Wednesday,Q2,May,2023-05
20230518,2023-05-18,2023,2,5,May,18,138,4,20,Thursday,Q2,May,2023-05
20230519,2023-05-19,2023,2,5,May,19,139,5,20,Friday,Q2,May,2023-05
20230520,2023-05-20,2023,2,5,May,20,140,6,20,Saturday,Q2,May,2023-05
20230521,2023-05-21,2023,2,5,May,21,141,7,20,Sunday,Q2,May,2023-05
20230522,2023-05-22,2023,2,5,May,22,142,1,21,Monday,Q2,May,2023-05
20230523,2023-05-23,2023,2,5,May,23,143,2,21,Tuesday,Q2,May,2023-05
20230524,2023-05-24,2023,2,5,May,24,144,3,21,Wednesday,Q2,May,2023-05
20230525,2023-05-25,2023,2,5,May,25,145,4,21,Thursday,Q2,May,2023-05
20230526,2023-05-26,2023,2,5,May,26,146,5,21,Friday,Q2,May,2023-05
20230527,2023-05-27,2023,2,5,May,27,147,6,21,Saturday,Q2,May,2023-05
20230528,2023-05-28,2023,2,5,May,28,148,7,21,Sunday,Q2,May,2023-05
20230529,2023-05-29,2023,2,5,May,29,149,1,22,Monday,Q2,May,2023-05
20230530,2023-05-30,2023,2,5,May,30,150,2,22,Tuesday,Q2,May,2023-05
20230531,2023-05-31,2023,2,5,May,31,151,3,22,Wednesday,Q2,May,2023-05
20230601,2023-06-01,2023,2,6,June,1,152,4,22,Thursday,Q2,Jun,2023-06
20230602,2023-06-02,2023,2,6,June,2,153,5,22,Friday,Q2,Jun,2023-06
20230603,2023-06-03,2023,2,6,June,3,154,6,22,Saturday,Q2,Jun,2023-06
20230604,2023-06-04,2023,2,6,June,4,155,7,22,Sunday,Q2,Jun,2023-06
20230605,2023-06-05,2023,2,6,June,5,156,1,23,Monday,Q2,Jun,2023-06
20230606,2023-06-06,2023,2,6,June,6,157,2,23,Tuesday,Q2,Jun,2023-06
20230607,2023-06-07,2023,2,6,June,7,158,3,23,Wednesday,Q2,Jun,2023-06
20230608,2023-06-08,2023,2,6,June,8,159,4,23,Thursday,Q2,Jun,2023-06
20230609,2023-06-09,2023,2,6,June,9,160,5,23,Friday,Q2,Jun,2023-06
20230610,2023-06-10,2023,2,6,June,10,161,6,23,Saturday,Q2,Jun,2023-06
20230611,2023-06-11,2023,2,6,June,11,162,7,23,Sunday,Q2,Jun,2023-06
20230612,2023-06-12,2023,2,6,June,12,163,1,24,Monday,Q2,Jun,2023-06
20230613,2023-06-13,2023,2,6,June,13,164,2,24,Tuesday,Q2,Jun,2023-06
20230614,2023-06-14,2023,2,6,June,14,165,3,24,Wednesday,Q2,Jun,2023-06
20230615,2023-06-15,2023,2,6,June,15,166,4,24,Thursday,Q2,Jun,2023-06
20230616,2023-06-16,2023,2,6,June,16,167,5,24,Friday,Q2,Jun,2023-06
20230617,2023-06-17,2023,2,6,June,17,168,6,24,Saturday,Q2,Jun,2023-06
20230618,2023-06-18,2023,2,6,June,18,169,7,24,Sunday,Q2,Jun,2023-06
20230619,2023-06-19,2023,2,6,June,19,170,1,25,Monday,Q2,Jun,2023-06
20230620,2023-06-20,2023,2,6,June,20,171,2,25,Tuesday,Q2,Jun,2023-06
20230621,2023-06-21,2023,2,6,June,21,172,3,25,Wednesday,Q2,Jun,2023-06
20230622,2023-06-22,2023,2,6,June,22,173,4,25,Thursday,Q2,Jun,2023-06
20230623,2023-06-23,2023,2,6,June,23,174,5,25,Friday,Q2,Jun,2023-06
20230624,2023-06-24,2023,2,6,June,24,175,6,25,Saturday,Q2,Jun,2023-06
20230625,2023-06-25,2023,2,6,June,25,176,7,25,Sunday,Q2,Jun,2023-06
20230626,2023-06-26,2023,2,6,June,26,177,1,26,Monday,Q2,Jun,2023-06
20230627,2023-06-27,2023,2,6,June,27,178,2,26,Tuesday,Q2,Jun,2023-06
20230628,2023-06-28,2023,2,6,June,28,179,3,26,Wednesday,Q2,Jun,2023-06
20230629,2023-06-29,2023,2,6,June,29,180,4,26,Thursday,Q2,Jun,2023-06
20230630,2023-06-30,2023,2,6,June,30,181,5,26,Friday,Q2,Jun,2023-06
20230701,2023-07-01,2023,3,7,July,1,182,6,26,Saturday,Q3,Jul,2023-07
20230702,2023-07-02,2023,3,7,July,2,183,7,26,Sunday,Q3,Jul,2023-07
20230703,2023-07-03,2023,3,7,July,3,184,1,27,Monday,Q3,Jul,2023-07
20230704,2023-07-04,2023,3,7,July,4,185,2,27,Tuesday,Q3,Jul,2023-07
20230705,2023-07-05,2023,3,7,July,5,186,3,27,Wednesday,Q3,Jul,2023-07
20230706,2023-07-06,2023,3,7,July,6,187,4,27,Thursday,Q3,Jul,2023-07
20230707,2023-07-07,2023,3,7,July,7,188,5,27,Friday,Q3,Jul,2023-07
20230708,2023-07-08,2023,3,7,July,8,189,6,27,Saturday,Q3,Jul,2023-07
20230709,2023-07-09,2023,3,7,July,9,190,7,27,Sunday,Q3,Jul,2023-07
20230710,2023-07-10,2023,3,7,July,10,191,1,28,Monday,Q3,Jul,2023-07
20230711,2023-07-11,2023,3,7,July,11,192,2,28,Tuesday,Q3,Jul,2023-07
20230712,2023-07-12,2023,3,7,July,12,193,3,28,Wednesday,Q3,Jul,2023-07
20230713,2023-07-13,2023,3,7,July,13,194,4,28,Thursday,Q3,Jul,2023-07
20230714,2023-07-14,2023,3,7,July,14,195,5,28,Friday,Q3,Jul,2023-07
20230715,2023-07-15,2023,3,7,July,15,196,6,28,Saturday,Q3,Jul,2023-07
20230716,2023-07-16,2023,3,7,July,16,197,7,28,Sunday,Q3,Jul,2023-07
20230717,2023-07-17,2023,3,7,July,17,198,1,29,Monday,Q3,Jul,2023-07
20230718,2023-07-18,2023,3,7,July,18,199,2,29,Tuesday,Q3,Jul,2023-07
20230719,2023-07-19,2023,3,7,July,19,200,3,29,Wednesday,Q3,Jul,2023-07
20230720,2023-07-20,2023,3,7,July,20,201,4,29,Thursday,Q3,Jul,2023-07
20230721,2023-07-21,2023,3,7,July,21,202,5,29,Friday,Q3,Jul,2023-07
20230722,2023-07-22,2023,3,7,July,22,203,6,29,Saturday,Q3,Jul,2023-07
20230723,2023-07-23,2023,3,7,July,23,204,7,29,Sunday,Q3,Jul,2023-07
20230724,2023-07-24,2023,3,7,July,24,205,1,30,Monday,Q3,Jul,2023-07
20230725,2023-07-25,2023,3,7,July,25,206,2,30,Tuesday,Q3,Jul,2023-07
20230726,2023-07-26,2023,3,7,July,26,207,3,30,Wednesday,Q3,Jul,2023-07
20230727,2023-07-27,2023,3,7,July,27,208,4,30,Thursday,Q3,Jul,2023-07
20230728,2023-07-28,2023,3,7,July,28,209,5,30,Friday,Q3,Jul,2023-07
20230729,2023-07-29,2023,3,7,July,29,210,6,30,Saturday,Q3,Jul,2023-07
20230730,2023-07-30,2023,3,7,July,30,211,7,30,Sunday,Q3,Jul,2023-07
20230731,2023-07-31,2023,3,7,July,31,212,1,31,Monday,Q3,Jul,2023-07
20230801,2023-08-01,2023,3,8,August,1,213,2,31,Tuesday,Q3,Aug,2023-08
20230802,2023-08-02,2023,3,8,August,2,214,3,31,Wednesday,Q3,Aug,2023-08
20230803,2023-08-03,2023,3,8,August,3,215,4,31,Thursday,Q3,Aug,2023-08
20230804,2023-08-04,2023,3,8,August,4,216,5,31,Friday,Q3,Aug,2023-08
20230805,2023-08-05,2023,3,8,August,5,217,6,31,Saturday,Q3,Aug,2023-08
20230806,2023-08-06,2023,3,8,August,6,218,7,31,Sunday,Q3,Aug,2023-08
20230807,2023-08-07,2023,3,8,August,7,219,1,32,Monday,Q3,Aug,2023-08
20230808,2023-08-08,2023,3,8,August,8,220,2,32,Tuesday,Q3,Aug,2023-08
20230809,2023-08-09,2023,3,8,August,9,221,3,32,Wednesday,Q3,Aug,2023-08
20230810,2023-08-10,2023,3,8,August,10,222,4,32,Thursday,Q3,Aug,2023-08
20230811,2023-08-11,2023,3,8,August,11,223,5,32,Friday,Q3,Aug,2023-08
20230812,2023-08-12,2023,3,8,August,12,224,6,32,Saturday,Q3,Aug,2023-08
20230813,2023-08-13,2023,3,8,August,13,225,7,32,Sunday,Q3,Aug,2023-08
20230814,2023-08-14,2023,3,8,August,14,226,1,33,Monday,Q3,Aug,2023-08
20230815,2023-08-15,2023,3,8,August,15,227,2,33,Tuesday,Q3,Aug,2023-08
20230816,2023-08-16,2023,3,8,August,16,228,3,33,Wednesday,Q3,Aug,2023-08
20230817,2023-08-17,2023,3,8,August,17,229,4,33,Thursday,Q3,Aug,2023-08
20230818,2023-08-18,2023,3,8,August,18,230,5,33,Friday,Q3,Aug,2023-08
20230819,2023-08-19,2023,3,8,August,19,231,6,33,Saturday,Q3,Aug,2023-08
20230820,2023-08-20,2023,3,8,August,20,232,7,33,Sunday,Q3,Aug,2023-08
20230821,2023-08-21,2023,3,8,August,21,233,1,34,Monday,Q3,Aug,2023-08
20230822,2023-08-22,2023,3,8,August,22,234,2,34,Tuesday,Q3,Aug,2023-08
20230823,2023-08-23,2023,3,8,August,23,235,3,34,Wednesday,Q3,Aug,2023-08
20230824,2023-08-24,2023,3,8,August,24,236,4,34,Thursday,Q3,Aug,2023-08
20230825,2023-08-25,2023,3,8,August,25,237,5,34,Friday,Q3,Aug,2023-08
20230826,2023-08-26,2023,3,8,August,26,238,6,34,Saturday,Q3,Aug,2023-08
20230827,2023-08-27,2023,3,8,August,27,239,7,34,Sunday,Q3,Aug,2023-08
20230828,2023-08-28,2023,3,8,August,28,240,1,35,Monday,Q3,Aug,2023-08
20230829,2023-08-29,2023,3,8,August,29,241,2,35,Tuesday,Q3,Aug,2023-08
20230830,2023-08-30,2023,3,8,August,30,242,3,35,Wednesday,Q3,Aug,2023-08
20230831,2023-08-31,2023,3,8,August,31,243,4,35,Thursday,Q3,Aug,2023-08
20230901,2023-09-01,2023,3,9,September,1,244,5,35,Friday,Q3,Sep,2023-09
20230902,2023-09-02,2023,3,9,September,2,245,6,35,Saturday,Q3,Sep,2023-09
20230903,2023-09-03,2023,3,9,September,3,246,7,35,Sunday,Q3,Sep,2023-09
20230904,2023-09-04,2023,3,9,September,4,247,1,36,Monday,Q3,Sep,2023-09
20230905,2023-09-05,2023,3,9,September,5,248,2,36,Tuesday,Q3,Sep,2023-09
20230906,2023-09-06,2023,3,9,September,6,249,3,36,Wednesday,Q3,Sep,2023-09
20230907,2023-09-07,2023,3,9,September,7,250,4,36,Thursday,Q3,Sep,2023-09
20230908,2023-09-08,2023,3,9,September,8,251,5,36,Friday,Q3,Sep,2023-09
20230909,2023-09-09,2023,3,9,September,9,252,6,36,Saturday,Q3,Sep,2023-09
20230910,2023-09-10,2023,3,9,September,10,253,7,36,Sunday,Q3,Sep,2023-09
20230911,2023-09-11,2023,3,9,September,11,254,1,37,Monday,Q3,Sep,2023-09
20230912,2023-09-12,2023,3,9,September,12,255,2,37,Tuesday,Q3,Sep,2023-09
20230913,2023-09-13,2023,3,9,September,13,256,3,37,Wednesday,Q3,Sep,2023-09
20230914,2023-09-14,2023,3,9,September,14,257,4,37,Thursday,Q3,Sep,2023-09
20230915,2023-09-15,2023,3,9,September,15,258,5,37,Friday,Q3,Sep,2023-09
20230916,2023-09-16,2023,3,9,September,16,259,6,37,Saturday,Q3,Sep,2023-09
20230917,2023-09-17,2023,3,9,September,17,260,7,37,Sunday,Q3,Sep,2023-09
20230918,2023-09-18,2023,3,9,September,18,261,1,38,Monday,Q3,Sep,2023-09
20230919,2023-09-19,2023,3,9,September,19,262,2,38,Tuesday,Q3,Sep,2023-09
20230920,2023-09-20,2023,3,9,September,20,263,3,38,Wednesday,Q3,Sep,2023-09
20230921,2023-09-21,2023,3,9,September,21,264,4,38,Thursday,Q3,Sep,2023-09
20230922,2023-09-22,2023,3,9,September,22,265,5,38,Friday,Q3,Sep,2023-09
20230923,2023-09-23,2023,3,9,September,23,266,6,38,Saturday,Q3,Sep,2023-09
20230924,2023-09-24,2023,3,9,September,24,267,7,38,Sunday,Q3,Sep,2023-09
20230925,2023-09-25,2023,3,9,September,25,268,1,39,Monday,Q3,Sep,2023-09
20230926,2023-09-26,2023,3,9,September,26,269,2,39,Tuesday,Q3,Sep,2023-09
20230927,2023-09-27,2023,3,9,September,27,270,3,39,Wednesday,Q3,Sep,2023-09
20230928,2023-09-28,2023,3,9,September,28,271,4,39,Thursday,Q3,Sep,2023-09
20230929,2023-09-29,2023,3,9,September,29,272,5,39,Friday,Q3,Sep,2023-09
20230930,2023-09-30,2023,3,9,September,30,273,6,39,Saturday,Q3,Sep,2023-09
20231001,2023-10-01,2023,4,10,October,1,274,7,39,Sunday,Q4,Oct,2023-10
20231002,2023-10-02,2023,4,10,October,2,275,1,40,Monday,Q4,Oct,2023-10
20231003,2023-10-03,2023,4,10,October,3,276,2,40,Tuesday,Q4,Oct,2023-10
20231004,2023-10-04,2023,4,10,October,4,277,3,40,Wednesday,Q4,Oct,2023-10
20231005,2023-10-05,2023,4,10,October,5,278,4,40,Thursday,Q4,Oct,2023-10
20231006,2023-10-06,2023,4,10,October,6,279,5,40,Friday,Q4,Oct,2023-10
20231007,2023-10-07,2023,4,10,October,7,280,6,40,Saturday,Q4,Oct,2023-10
20231008,2023-10-08,2023,4,10,October,8,281,7,40,Sunday,Q4,Oct,2023-10
20231009,2023-10-09,2023,4,10,October,9,282,1,41,Monday,Q4,Oct,2023-10
20231010,2023-10-10,2023,4,10,October,10,283,2,41,Tuesday,Q4,Oct,2023-10
20231011,2023-10-11,2023,4,10,October,11,284,3,41,Wednesday,Q4,Oct,2023-10
20231012,2023-10-12,2023,4,10,October,12,285,4,41,Thursday,Q4,Oct,2023-10
20231013,2023-10-13,2023,4,10,October,13,286,5,41,Friday,Q4,Oct,2023-10
20231014,2023-10-14,2023,4,10,October,14,287,6,41,Saturday,Q4,Oct,2023-10
20231015,2023-10-15,2023,4,10,October,15,288,7,41,Sunday,Q4,Oct,2023-10
20231016,2023-10-16,2023,4,10,October,16,289,1,42,Monday,Q4,Oct,2023-10
20231017,2023-10-17,2023,4,10,October,17,290,2,42,Tuesday,Q4,Oct,2023-10
20231018,2023-10-18,2023,4,10,October,18,291,3,42,Wednesday,Q4,Oct,2023-10
20231019,2023-10-19,2023,4,10,October,19,292,4,42,Thursday,Q4,Oct,2023-10
20231020,2023-10-20,2023,4,10,October,20,293,5,42,Friday,Q4,Oct,2023-10
20231021,2023-10-21,2023,4,10,October,21,294,6,42,Saturday,Q4,Oct,2023-10
20231022,2023-10-22,2023,4,10,October,22,295,7,42,Sunday,Q4,Oct,2023-10
20231023,2023-10-23,2023,4,10,October,23,296,1,43,Monday,Q4,Oct,2023-10
20231024,2023-10-24,2023,4,10,October,24,297,2,43,Tuesday,Q4,Oct,2023-10
20231025,2023-10-25,2023,4,10,October,25,298,3,43,Wednesday,Q4,Oct,2023-10
20231026,2023-10-26,2023,4,10,October,26,299,4,43,Thursday,Q4,Oct,2023-10
20231027,2023-10-27,2023,4,10,October,27,300,5,43,Friday,Q4,Oct,2023-10
20231028,2023-10-28,2023,4,10,October,28,301,6,43,Saturday,Q4,Oct,2023-10
20231029,2023-10-29,2023,4,10,October,29,302,7,43,Sunday,Q4,Oct,2023-10
20231030,2023-10-30,2023,4,10,October,30,303,1,44,Monday,Q4,Oct,2023-10
20231031,2023-10-31,2023,4,10,October,31,304,2,44,Tuesday,Q4,Oct,2023-10
20231101,2023-11-01,2023,4,11,November,1,305,3,44,Wednesday,Q4,Nov,2023-11
20231102,2023-11-02,2023,4,11,November,2,306,4,44,Thursday,Q4,Nov,2023-11
20231103,2023-11-03,2023,4,11,November,3,307,5,44,Friday,Q4,Nov,2023-11
20231104,2023-11-04,2023,4,11,November,4,308,6,44,Saturday,Q4,Nov,2023-11
20231105,2023-11-05,2023,4,11,November,5,309,7,44,Sunday,Q4,Nov,2023-11
20231106,2023-11-06,2023,4,11,November,6,310,1,45,Monday,Q4,Nov,2023-11
20231107,2023-11-07,2023,4,11,November,7,311,2,45,Tuesday,Q4,Nov,2023-11
20231108,2023-11-08,2023,4,11,November,8,312,3,45,Wednesday,Q4,Nov,2023-11
20231109,2023-11-09,2023,4,11,November,9,313,4,45,Thursday,Q4,Nov,2023-11
20231110,2023-11-10,2023,4,11,November,10,314,5,45,Friday,Q4,Nov,2023-11
20231111,2023-11-11,2023,4,11,November,11,315,6,45,Saturday,Q4,Nov,2023-11
20231112,2023-11-12,2023,4,11,November,12,316,7,45,Sunday,Q4,Nov,2023-11
20231113,2023-11-13,2023,4,11,November,13,317,1,46,Monday,Q4,Nov,2023-11
20231114,2023-11-14,2023,4,11,November,14,318,2,46,Tuesday,Q4,Nov,2023-11
20231115,2023-11-15,2023,4,11,November,15,319,3,46,Wednesday,Q4,Nov,2023-11
20231116,2023-11-16,2023,4,11,November,16,320,4,46,Thursday,Q4,Nov,2023-11
20231117,2023-11-17,2023,4,11,November,17,321,5,46,Friday,Q4,Nov,2023-11
20231118,2023-11-18,2023,4,11,November,18,322,6,46,Saturday,Q4,Nov,2023-11
20231119,2023-11-19,2023,4,11,November,19,323,7,46,Sunday,Q4,Nov,2023-11
20231120,2023-11-20,2023,4,11,November,20,324,1,47,Monday,Q4,Nov,2023-11
20231121,2023-11-21,2023,4,11,November,21,325,2,47,Tuesday,Q4,Nov,2023-11
20231122,2023-11-22,2023,4,11,November,22,326,3,47,Wednesday,Q4,Nov,2023-11
20231123,2023-11-23,2023,4,11,November,23,327,4,47,Thursday,Q4,Nov,2023-11
20231124,2023-11-24,2023,4,11,November,24,328,5,47,Friday,Q4,Nov,2023-11
20231125,2023-11-25,2023,4,11,November,25,329,6,47,Saturday,Q4,Nov,2023-11
20231126,2023-11-26,2023,4,11,November,26,330,7,47,Sunday,Q4,Nov,2023-11
20231127,2023-11-27,2023,4,11,November,27,331,1,48,Monday,Q4,Nov,2023-11
20231128,2023-11-28,2023,4,11,November,28,332,2,48,Tuesday,Q4,Nov,2023-11
20231129,2023-11-29,2023,4,11,November,29,333,3,48,Wednesday,Q4,Nov,2023-11
20231130,2023-11-30,2023,4,11,November,30,334,4,48,Thursday,Q4,Nov,2023-11
20231201,2023-12-01,2023,4,12,December,1,335,5,48,Friday,Q4,Dec,2023-12
20231202,2023-12-02,2023,4,12,December,2,336,6,48,Saturday,Q4,Dec,2023-12
20231203,2023-12-03,2023,4,12,December,3,337,7,48,Sunday,Q4,Dec,2023-12
20231204,2023-12-04,2023,4,12,December,4,338,1,49,Monday,Q4,Dec,2023-12
20231205,2023-12-05,2023,4,12,December,5,339,2,49,Tuesday,Q4,Dec,2023-12
20231206,2023-12-06,2023,4,12,December,6,340,3,49,Wednesday,Q4,Dec,2023-12
20231207,2023-12-07,2023,4,12,December,7,341,4,49,Thursday,Q4,Dec,2023-12
20231208,2023-12-08,2023,4,12,December,8,342,5,49,Friday,Q4,Dec,2023-12
20231209,2023-12-09,2023,4,12,December,9,343,6,49,Saturday,Q4,Dec,2023-12
20231210,2023-12-10,2023,4,12,December,10,344,7,49,Sunday,Q4,Dec,2023-12
20231211,2023-12-11,2023,4,12,December,11,345,1,50,Monday,Q4,Dec,2023-12
20231212,2023-12-12,2023,4,12,December,12,346,2,50,Tuesday,Q4,Dec,2023-12
20231213,2023-12-13,2023,4,12,December,13,347,3,50,Wednesday,Q4,Dec,2023-12
20231214,2023-12-14,2023,4,12,December,14,348,4,50,Thursday,Q4,Dec,2023-12
20231215,2023-12-15,2023,4,12,December,15,349,5,50,Friday,Q4,Dec,2023-12
20231216,2023-12-16,2023,4,12,December,16,350,6,50,Saturday,Q4,Dec,2023-12
20231217,2023-12-17,2023,4,12,December,17,351,7,50,Sunday,Q4,Dec,2023-12
20231218,2023-12-18,2023,4,12,December,18,352,1,51,Monday,Q4,Dec,2023-12
20231219,2023-12-19,2023,4,12,December,19,353,2,51,Tuesday,Q4,Dec,2023-12
20231220,2023-12-20,2023,4,12,December,20,354,3,51,Wednesday,Q4,Dec,2023-12
20231221,2023-12-21,2023,4,12,December,21,355,4,51,Thursday,Q4,Dec,2023-12
20231222,2023-12-22,2023,4,12,December,22,356,5,51,Friday,Q4,Dec,2023-12
20231223,2023-12-23,2023,4,12,December,23,357,6,51,Saturday,Q4,Dec,2023-12
20231224,2023-12-24,2023,4,12,December,24,358,7,51,Sunday,Q4,Dec,2023-12
20231225,2023-12-25,2023,4,12,December,25,359,1,52,Monday,Q4,Dec,2023-12
20231226,2023-12-26,2023,4,12,December,26,360,2,52,Tuesday,Q4,Dec,2023-12
20231227,2023-12-27,2023,4,12,December,27,361,3,52,Wednesday,Q4,Dec,2023-12
20231228,2023-12-28,2023,4,12,December,28,362,4,52,Thursday,Q4,Dec,2023-12
20231229,2023-12-29,2023,4,12,December,29,363,5,52,Friday,Q4,Dec,2023-12
20231230,2023-12-30,2023,4,12,December,30,364,6,52,Saturday,Q4,Dec,2023-12
20231231,2023-12-31,2023,4,12,December,31,365,7,52,Sunday,Q4,Dec,2023-12
20240101,2024-01-01,2024,1,1,January,1,1,1,1,Monday,Q1,Jan,2024-01
20240102,2024-01-02,2024,1,1,January,2,2,2,1,Tuesday,Q1,Jan,2024-01
20240103,2024-01-03,2024,1,1,January,3,3,3,1,Wednesday,Q1,Jan,2024-01
20240104,2024-01-04,2024,1,1,January,4,4,4,1,Thursday,Q1,Jan,2024-01
20240105,2024-01-05,2024,1,1,January,5,5,5,1,Friday,Q1,Jan,2024-01
20240106,2024-01-06,2024,1,1,January,6,6,6,1,Saturday,Q1,Jan,2024-01
20240107,2024-01-07,2024,1,1,January,7,7,7,1,Sunday,Q1,Jan,2024-01
20240108,2024-01-08,2024,1,1,January,8,8,1,2,Monday,Q1,Jan,2024-01
20240109,2024-01-09,2024,1,1,January,9,9,2,2,Tuesday,Q1,Jan,2024-01
20240110,2024-01-10,2024,1,1,January,10,10,3,2,Wednesday,Q1,Jan,2024-01
20240111,2024-01-11,2024,1,1,January,11,11,4,2,Thursday,Q1,Jan,2024-01
20240112,2024-01-12,2024,1,1,January,12,12,5,2,Friday,Q1,Jan,2024-01
20240113,2024-01-13,2024,1,1,January,13,13,6,2,Saturday,Q1,Jan,2024-01
20240114,2024-01-14,2024,1,1,January,14,14,7,2,Sunday,Q1,Jan,2024-01
20240115,2024-01-15,2024,1,1,January,15,15,1,3,Monday,Q1,Jan,2024-01
20240116,2024-01-16,2024,1,1,January,16,16,2,3,Tuesday,Q1,Jan,2024-01
20240117,2024-01-17,2024,1,1,January,17,17,3,3,Wednesday,Q1,Jan,2024-01
20240118,2024-01-18,2024,1,1,January,18,18,4,3,Thursday,Q1,Jan,2024-01
20240119,2024-01-19,2024,1,1,January,19,19,5,3,Friday,Q1,Jan,2024-01
20240120,2024-01-20,2024,1,1,January,20,20,6,3,Saturday,Q1,Jan,2024-01
20240121,2024-01-21,2024,1,1,January,21,21,7,3,Sunday,Q1,Jan,2024-01
20240122,2024-01-22,2024,1,1,January,22,22,1,4,Monday,Q1,Jan,2024-01
20240123,2024-01-23,2024,1,1,January,23,23,2,4,Tuesday,Q1,Jan,2024-01
20240124,2024-01-24,2024,1,1,January,24,24,3,4,Wednesday,Q1,Jan,2024-01
20240125,2024-01-25,2024,1,1,January,25,25,4,4,Thursday,Q1,Jan,2024-01
20240126,2024-01-26,2024,1,1,January,26,26,5,4,Friday,Q1,Jan,2024-01
20240127,2024-01-27,2024,1,1,January,27,27,6,4,Saturday,Q1,Jan,2024-01
20240128,2024-01-28,2024,1,1,January,28,28,7,4,Sunday,Q1,Jan,2024-01
20240129,2024-01-29,2024,1,1,January,29,29,1,5,Monday,Q1,Jan,2024-01
20240130,2024-01-30,2024,1,1,January,30,30,2,5,Tuesday,Q1,Jan,2024-01
20240131,2024-01-31,2024,1,1,January,31,31,3,5,Wednesday,Q1,Jan,2024-01
20240201,2024-02-01,2024,1,2,February,1,32,4,5,Thursday,Q1,Feb,2024-02
20240202,2024-02-02,2024,1,2,February,2,33,5,5,Friday,Q1,Feb,2024-02
20240203,2024-02-03,2024,1,2,February,3,34,6,5,Saturday,Q1,Feb,2024-02
20240204,2024-02-04,2024,1,2,February,4,35,7,5,Sunday,Q1,Feb,2024-02
20240205,2024-02-05,2024,1,2,February,5,36,1,6,Monday,Q1,Feb,2024-02
20240206,2024-02-06,2024,1,2,February,6,37,2,6,Tuesday,Q1,Feb,2024-02
20240207,2024-02-07,2024,1,2,February,7,38,3,6,Wednesday,Q1,Feb,2024-02
20240208,2024-02-08,2024,1,2,February,8,39,4,6,Thursday,Q1,Feb,2024-02
20240209,2024-02-09,2024,1,2,February,9,40,5,6,Friday,Q1,Feb,2024-02
20240210,2024-02-10,2024,1,2,February,10,41,6,6,Saturday,Q1,Feb,2024-02
20240211,2024-02-11,2024,1,2,February,11,42,7,6,Sunday,Q1,Feb,2024-02
20240212,2024-02-12,2024,1,2,February,12,43,1,7,Monday,Q1,Feb,2024-02
20240213,2024-02-13,2024,1,2,February,13,44,2,7,Tuesday,Q1,Feb,2024-02
20240214,2024-02-14,2024,1,2,February,14,45,3,7,Wednesday,Q1,Feb,2024-02
20240215,2024-02-15,2024,1,2,February,15,46,4,7,Thursday,Q1,Feb,2024-02
20240216,2024-02-16,2024,1,2,February,16,47,5,7,Friday,Q1,Feb,2024-02
20240217,2024-02-17,2024,1,2,February,17,48,6,7,Saturday,Q1,Feb,2024-02
20240218,2024-02-18,2024,1,2,February,18,49,7,7,Sunday,Q1,Feb,2024-02
20240219,2024-02-19,2024,1,2,February,19,50,1,8,Monday,Q1,Feb,2024-02
20240220,2024-02-20,2024,1,2,February,20,51,2,8,Tuesday,Q1,Feb,2024-02
20240221,2024-02-21,2024,1,2,February,21,52,3,8,Wednesday,Q1,Feb,2024-02
20240222,2024-02-22,2024,1,2,February,22,53,4,8,Thursday,Q1,Feb,2024-02
20240223,2024-02-23,2024,1,2,February,23,54,5,8,Friday,Q1,Feb,2024-02
20240224,2024-02-24,2024,1,2,February,24,55,6,8,Saturday,Q1,Feb,2024-02
20240225,2024-02-25,2024,1,2,February,25,56,7,8,Sunday,Q1,Feb,2024-02
20240226,2024-02-26,2024,1,2,February,26,57,1,9,Monday,Q1,Feb,2024-02
